entry_id	metagenome_name	taxon	coverage	taxonomic_level
186	T0_S	Marinisomatota	29.308026030368765	t_phylum
187	T0_S	SAR324	24.53212121212121	t_phylum
188	T0_S	Verrucomicrobiota	17.923103725542752	t_phylum
189	T0_S	Gemmatimonadota	3.906779661016949	t_phylum
190	T0_S	Planctomycetota	3.3615023474178405	t_phylum
191	T0_S	Thermoplasmatota	0.0	t_phylum
192	T3C1	Pseudomonadota	2916.872109713753	t_phylum
193	T3C1	Bacteroidota	220.0471342438886	t_phylum
194	T3C1	Marinisomatota	39.80204342273308	t_phylum
195	T3C1	Actinomycetota	4.475866257511827	t_phylum
196	T3C1	Cyanobacteriota	0.0	t_phylum
197	T3C1	Planctomycetota	0.0	t_phylum
198	T3C1	SAR324	0.0	t_phylum
199	T3C1	Thermoplasmatota	0.0	t_phylum
200	T3C1	Verrucomicrobiota	0.0	t_phylum
201	T3C1	Gemmatimonadota	0.0	t_phylum
202	T3C2	Pseudomonadota	4674.734230773479	t_phylum
203	T3C2	Bacteroidota	116.51968715405837	t_phylum
204	T3C2	Actinomycetota	4.868172626339225	t_phylum
205	T3C2	Marinisomatota	3.800829875518672	t_phylum
206	T3C2	Cyanobacteriota	0.0	t_phylum
207	T3C2	Planctomycetota	0.0	t_phylum
208	T3C2	SAR324	0.0	t_phylum
209	T3C2	Thermoplasmatota	0.0	t_phylum
210	T3C2	Verrucomicrobiota	0.0	t_phylum
211	T3C2	Gemmatimonadota	0.0	t_phylum
212	T3C3	Pseudomonadota	6778.15144406119	t_phylum
213	T3C3	Bacteroidota	545.7256363558746	t_phylum
214	T3C3	Actinomycetota	41.193579757247406	t_phylum
215	T3C3	Marinisomatota	26.455128205128204	t_phylum
216	T3C3	Cyanobacteriota	0.0	t_phylum
217	T3C3	Planctomycetota	0.0	t_phylum
218	T3C3	SAR324	0.0	t_phylum
219	T3C3	Thermoplasmatota	0.0	t_phylum
220	T3C3	Verrucomicrobiota	0.0	t_phylum
221	T3C3	Gemmatimonadota	0.0	t_phylum
222	T3J1	Pseudomonadota	1220.0982742574593	t_phylum
223	T3J1	Bacteroidota	42.541871938312305	t_phylum
224	T3J1	Actinomycetota	0.0	t_phylum
225	T3J1	Cyanobacteriota	0.0	t_phylum
226	T3J1	Marinisomatota	0.0	t_phylum
227	T3J1	Planctomycetota	0.0	t_phylum
228	T3J1	SAR324	0.0	t_phylum
229	T3J1	Thermoplasmatota	0.0	t_phylum
230	T3J1	Verrucomicrobiota	0.0	t_phylum
231	T3J1	Gemmatimonadota	0.0	t_phylum
232	T3J2	Pseudomonadota	2253.613339865018	t_phylum
233	T3J2	Bacteroidota	81.87026753722036	t_phylum
234	T3J2	Actinomycetota	0.0	t_phylum
235	T3J2	Cyanobacteriota	0.0	t_phylum
236	T3J2	Marinisomatota	0.0	t_phylum
237	T3J2	Planctomycetota	0.0	t_phylum
238	T3J2	SAR324	0.0	t_phylum
239	T3J2	Thermoplasmatota	0.0	t_phylum
240	T3J2	Verrucomicrobiota	0.0	t_phylum
241	T3J2	Gemmatimonadota	0.0	t_phylum
242	T3J3	Pseudomonadota	1027.599980507093	t_phylum
243	T3J3	Bacteroidota	27.524313950398636	t_phylum
244	T3J3	Actinomycetota	0.0	t_phylum
245	T3J3	Cyanobacteriota	0.0	t_phylum
246	T3J3	Marinisomatota	0.0	t_phylum
247	T3J3	Planctomycetota	0.0	t_phylum
248	T3J3	SAR324	0.0	t_phylum
249	T3J3	Thermoplasmatota	0.0	t_phylum
250	T3J3	Verrucomicrobiota	0.0	t_phylum
251	T3J3	Gemmatimonadota	0.0	t_phylum
252	T4C1	Pseudomonadota	1763.1348873160155	t_phylum
253	T4C1	Bacteroidota	169.67232819363656	t_phylum
254	T4C1	Actinomycetota	19.229220001548647	t_phylum
255	T4C1	Marinisomatota	3.663157894736842	t_phylum
256	T4C1	Cyanobacteriota	0.0	t_phylum
257	T4C1	Planctomycetota	0.0	t_phylum
258	T4C1	SAR324	0.0	t_phylum
259	T4C1	Thermoplasmatota	0.0	t_phylum
260	T4C1	Verrucomicrobiota	0.0	t_phylum
261	T4C1	Gemmatimonadota	0.0	t_phylum
262	T4C2	Pseudomonadota	2661.519903028458	t_phylum
263	T4C2	Bacteroidota	143.41943723152477	t_phylum
264	T4C2	Actinomycetota	92.73475021832239	t_phylum
265	T4C2	Marinisomatota	4.964968152866242	t_phylum
266	T4C2	Cyanobacteriota	0.0	t_phylum
267	T4C2	Planctomycetota	0.0	t_phylum
268	T4C2	SAR324	0.0	t_phylum
269	T4C2	Thermoplasmatota	0.0	t_phylum
270	T4C2	Verrucomicrobiota	0.0	t_phylum
271	T4C2	Gemmatimonadota	0.0	t_phylum
272	T4C3	Pseudomonadota	2034.8181700708276	t_phylum
273	T4C3	Bacteroidota	236.12720429808786	t_phylum
274	T4C3	Actinomycetota	18.413576555023923	t_phylum
275	T4C3	Marinisomatota	7.285100286532951	t_phylum
276	T4C3	Cyanobacteriota	0.0	t_phylum
277	T4C3	Planctomycetota	0.0	t_phylum
278	T4C3	SAR324	0.0	t_phylum
279	T4C3	Thermoplasmatota	0.0	t_phylum
280	T4C3	Verrucomicrobiota	0.0	t_phylum
281	T4C3	Gemmatimonadota	0.0	t_phylum
282	T4J1	Pseudomonadota	2219.8456994633734	t_phylum
283	T4J1	Bacteroidota	307.0299604981152	t_phylum
284	T4J1	Actinomycetota	3.4327030033370414	t_phylum
285	T4J1	Cyanobacteriota	0.0	t_phylum
286	T4J1	Marinisomatota	0.0	t_phylum
287	T4J1	Planctomycetota	0.0	t_phylum
288	T4J1	SAR324	0.0	t_phylum
289	T4J1	Thermoplasmatota	0.0	t_phylum
290	T4J1	Verrucomicrobiota	0.0	t_phylum
291	T4J1	Gemmatimonadota	0.0	t_phylum
292	T4J2	Pseudomonadota	2675.672096750305	t_phylum
293	T4J2	Bacteroidota	270.44617217476247	t_phylum
294	T4J2	Actinomycetota	0.7426400759734093	t_phylum
295	T4J2	Cyanobacteriota	0.0	t_phylum
296	T4J2	Marinisomatota	0.0	t_phylum
297	T4J2	Planctomycetota	0.0	t_phylum
298	T4J2	SAR324	0.0	t_phylum
299	T4J2	Thermoplasmatota	0.0	t_phylum
300	T4J2	Verrucomicrobiota	0.0	t_phylum
301	T4J2	Gemmatimonadota	0.0	t_phylum
302	T4J3	Pseudomonadota	2932.0042824707934	t_phylum
303	T4J3	Bacteroidota	214.70277687027493	t_phylum
304	T4J3	Actinomycetota	1.144994246260069	t_phylum
305	T4J3	Cyanobacteriota	0.0	t_phylum
306	T4J3	Marinisomatota	0.0	t_phylum
307	T4J3	Planctomycetota	0.0	t_phylum
308	T4J3	SAR324	0.0	t_phylum
309	T4J3	Thermoplasmatota	0.0	t_phylum
310	T4J3	Verrucomicrobiota	0.0	t_phylum
311	T4J3	Gemmatimonadota	0.0	t_phylum
312	M01	Alphaproteobacteria	705.0393690783017	t_class
313	M01	Gammaproteobacteria	697.2941406250321	t_class
314	M01	Cyanobacteriia	347.3309157212609	t_class
315	M01	Bacteroidia	169.88570932046173	t_class
316	M01	Actinomycetia	74.57104331993541	t_class
317	M01	Marinisomatia	64.64586160108549	t_class
318	M01	Rhodothermia	42.12903225806452	t_class
319	M01	Acidimicrobiia	29.5311860705666	t_class
320	M01	Verrucomicrobiae	24.4368	t_class
321	M01	SAR324	20.414168937329702	t_class
322	M01	Poseidoniia	12.183693680443202	t_class
323	M01	Planctomycetia	3.8306941726462274	t_class
324	M01	Gemmatimonadetes	0.0	t_class
325	M01	UBA1135	0.0	t_class
326	M02	Gammaproteobacteria	626.5981447743724	t_class
327	M02	Alphaproteobacteria	582.9066179152755	t_class
328	M02	Cyanobacteriia	243.70564392454787	t_class
329	M02	Bacteroidia	107.04144274340052	t_class
330	M02	Marinisomatia	78.89009497964722	t_class
331	M02	Actinomycetia	45.75646508289276	t_class
332	M02	Rhodothermia	35.50769230769231	t_class
333	M02	Verrucomicrobiae	29.035	t_class
334	M02	SAR324	19.730994152046783	t_class
335	M02	Acidimicrobiia	19.552345633851854	t_class
336	M02	Poseidoniia	14.38369303153016	t_class
337	M02	Planctomycetia	5.601455250660436	t_class
338	M02	Gemmatimonadetes	0.0	t_class
339	M02	UBA1135	0.0	t_class
340	M03	Gammaproteobacteria	261.8436543266204	t_class
341	M03	Alphaproteobacteria	251.74430576012446	t_class
342	M03	Cyanobacteriia	114.67502992383706	t_class
343	M03	Bacteroidia	43.52197608150826	t_class
344	M03	Marinisomatia	21.765544041450777	t_class
345	M03	Actinomycetia	21.690425531914894	t_class
346	M03	Rhodothermia	17.65205479452055	t_class
347	M03	SAR324	17.58407079646018	t_class
348	M03	Acidimicrobiia	10.14202645897356	t_class
349	M03	Verrucomicrobiae	9.514066496163682	t_class
350	M03	Poseidoniia	7.624324324324324	t_class
351	M03	Planctomycetia	2.873374646662318	t_class
352	M03	Gemmatimonadetes	0.0	t_class
353	M03	UBA1135	0.0	t_class
354	ML1	Gammaproteobacteria	576.946830179602	t_class
355	ML1	Alphaproteobacteria	480.53392440586856	t_class
356	ML1	Cyanobacteriia	154.09834223208298	t_class
357	ML1	Bacteroidia	131.87140691210556	t_class
358	ML1	Marinisomatia	53.42273307790549	t_class
359	ML1	Rhodothermia	52.07242326174365	t_class
360	ML1	Actinomycetia	51.19489211329442	t_class
361	ML1	Verrucomicrobiae	23.255804962311842	t_class
362	ML1	Acidimicrobiia	18.004380840211503	t_class
363	ML1	Poseidoniia	5.263052208835341	t_class
364	ML1	Planctomycetia	0.0	t_class
365	ML1	SAR324	0.0	t_class
366	ML1	Gemmatimonadetes	0.0	t_class
367	ML1	UBA1135	0.0	t_class
368	ML2	Gammaproteobacteria	155.90762925403595	t_class
369	ML2	Alphaproteobacteria	137.9568306378285	t_class
370	ML2	Cyanobacteriia	38.51523072556025	t_class
371	ML2	Bacteroidia	19.7533160128434	t_class
372	ML2	Marinisomatia	10.954545454545455	t_class
373	ML2	Rhodothermia	8.10942956926659	t_class
374	ML2	Acidimicrobiia	6.084184651996587	t_class
375	ML2	Actinomycetia	5.785420944558521	t_class
376	ML2	Verrucomicrobiae	5.698250144508929	t_class
377	ML2	Poseidoniia	4.315914489311164	t_class
378	ML2	Planctomycetia	0.0	t_class
379	ML2	SAR324	0.0	t_class
380	ML2	Gemmatimonadetes	0.0	t_class
381	ML2	UBA1135	0.0	t_class
382	ML3	Gammaproteobacteria	957.0968350040026	t_class
383	ML3	Alphaproteobacteria	761.6140501601596	t_class
384	ML3	Cyanobacteriia	207.46313625230715	t_class
385	ML3	Bacteroidia	148.42068694303768	t_class
386	ML3	Marinisomatia	85.8161068439757	t_class
387	ML3	Rhodothermia	69.86187522218272	t_class
388	ML3	Actinomycetia	46.227526829862754	t_class
389	ML3	Acidimicrobiia	33.45907391429393	t_class
390	ML3	Verrucomicrobiae	29.787966835806035	t_class
391	ML3	Poseidoniia	14.12206572769953	t_class
392	ML3	Planctomycetia	0.0	t_class
393	ML3	SAR324	0.0	t_class
394	ML3	Gemmatimonadetes	0.0	t_class
395	ML3	UBA1135	0.0	t_class
396	SC1	Gammaproteobacteria	149.89607330834158	t_class
397	SC1	Alphaproteobacteria	129.23279318193443	t_class
398	SC1	Cyanobacteriia	64.93316774146967	t_class
399	SC1	Actinomycetia	31.778185099543172	t_class
400	SC1	Planctomycetia	11.37089746917188	t_class
401	SC1	Gemmatimonadetes	8.059386973180077	t_class
402	SC1	Acidimicrobiia	5.1593794076163615	t_class
403	SC1	Rhodothermia	4.115902964959568	t_class
404	SC1	Bacteroidia	1.725765306122449	t_class
405	SC1	Marinisomatia	0.0	t_class
406	SC1	Poseidoniia	0.0	t_class
407	SC1	SAR324	0.0	t_class
408	SC1	Verrucomicrobiae	0.0	t_class
409	SC1	UBA1135	0.0	t_class
410	SC2	Gammaproteobacteria	148.9448233601633	t_class
411	SC2	Alphaproteobacteria	103.95554142207854	t_class
412	SC2	Cyanobacteriia	67.69037865047554	t_class
413	SC2	Actinomycetia	45.87603119844008	t_class
414	SC2	Bacteroidia	38.41463414634146	t_class
415	SC2	Gemmatimonadetes	11.188767550702028	t_class
416	SC2	Planctomycetia	8.38386169618239	t_class
417	SC2	Acidimicrobiia	7.990909090909091	t_class
418	SC2	Rhodothermia	4.386754966887417	t_class
419	SC2	Marinisomatia	0.0	t_class
420	SC2	Poseidoniia	0.0	t_class
421	SC2	SAR324	0.0	t_class
422	SC2	Verrucomicrobiae	0.0	t_class
423	SC2	UBA1135	0.0	t_class
424	SC3	Gammaproteobacteria	114.22695043457348	t_class
425	SC3	Alphaproteobacteria	109.92804690863629	t_class
426	SC3	Cyanobacteriia	67.53568626478167	t_class
427	SC3	Actinomycetia	22.843455378199465	t_class
428	SC3	Planctomycetia	10.813532961299398	t_class
429	SC3	Rhodothermia	3.997755331088664	t_class
430	SC3	Gemmatimonadetes	3.992816091954023	t_class
431	SC3	Acidimicrobiia	3.791907514450867	t_class
432	SC3	Bacteroidia	1.8759398496240602	t_class
433	SC3	Marinisomatia	0.0	t_class
434	SC3	Poseidoniia	0.0	t_class
435	SC3	SAR324	0.0	t_class
436	SC3	Verrucomicrobiae	0.0	t_class
437	SC3	UBA1135	0.0	t_class
438	SJ1	Gammaproteobacteria	320.3452876417919	t_class
439	SJ1	Bacteroidia	283.95992336325594	t_class
440	SJ1	Alphaproteobacteria	84.18161252767935	t_class
441	SJ1	Cyanobacteriia	10.070033353147085	t_class
442	SJ1	Planctomycetia	4.801790281329923	t_class
443	SJ1	Rhodothermia	1.3157262905162064	t_class
444	SJ1	Actinomycetia	1.0	t_class
445	SJ1	UBA1135	0.0	t_class
446	SJ1	Acidimicrobiia	0.0	t_class
447	SJ1	Marinisomatia	0.0	t_class
448	SJ1	Poseidoniia	0.0	t_class
449	SJ1	SAR324	0.0	t_class
450	SJ1	Verrucomicrobiae	0.0	t_class
451	SJ1	Gemmatimonadetes	0.0	t_class
452	SJ2	Gammaproteobacteria	453.48685503816006	t_class
453	SJ2	Bacteroidia	161.21666930747722	t_class
454	SJ2	Alphaproteobacteria	71.9227279386026	t_class
455	SJ2	Cyanobacteriia	35.36507441119603	t_class
456	SJ2	Actinomycetia	12.336601307189543	t_class
457	SJ2	Rhodothermia	9.401442307692308	t_class
458	SJ2	Planctomycetia	8.375764993880049	t_class
459	SJ2	UBA1135	1.913978494623656	t_class
460	SJ2	Acidimicrobiia	0.0	t_class
461	SJ2	Marinisomatia	0.0	t_class
462	SJ2	Poseidoniia	0.0	t_class
463	SJ2	SAR324	0.0	t_class
464	SJ2	Verrucomicrobiae	0.0	t_class
465	SJ2	Gemmatimonadetes	0.0	t_class
466	SJ3	Gammaproteobacteria	436.3817453223653	t_class
467	SJ3	Bacteroidia	88.36195853956872	t_class
468	SJ3	Alphaproteobacteria	64.43936757229207	t_class
469	SJ3	Cyanobacteriia	17.293618603547706	t_class
470	SJ3	Actinomycetia	15.86696730552424	t_class
471	SJ3	Planctomycetia	5.609124537607891	t_class
472	SJ3	Rhodothermia	4.506666666666667	t_class
473	SJ3	UBA1135	2.364864864864865	t_class
474	SJ3	Acidimicrobiia	0.0	t_class
475	SJ3	Marinisomatia	0.0	t_class
476	SJ3	Poseidoniia	0.0	t_class
477	SJ3	SAR324	0.0	t_class
478	SJ3	Verrucomicrobiae	0.0	t_class
479	SJ3	Gemmatimonadetes	0.0	t_class
480	T0	Alphaproteobacteria	1426.3505558006016	t_class
481	T0	Gammaproteobacteria	1141.9592958211765	t_class
482	T0	Bacteroidia	437.9348703132334	t_class
483	T0	Marinisomatia	209.51162790697674	t_class
484	T0	Rhodothermia	152.83045169138575	t_class
485	T0	Actinomycetia	44.165259543025755	t_class
486	T0	Acidimicrobiia	15.075987841945288	t_class
487	T0	Gemmatimonadetes	14.493993993993994	t_class
488	T0	Cyanobacteriia	7.718611050588682	t_class
489	T0	Verrucomicrobiae	2.6514954486345905	t_class
490	T0	SAR324	0.37696969696969695	t_class
491	T0	Planctomycetia	0.0	t_class
492	T0	Poseidoniia	0.0	t_class
493	T0	UBA1135	0.0	t_class
494	T0_S	Alphaproteobacteria	694.9968457271001	t_class
495	T0_S	Gammaproteobacteria	520.751606747925	t_class
496	T0_S	Cyanobacteriia	169.20111150551327	t_class
497	T0_S	Actinomycetia	105.09044938934238	t_class
498	T0_S	Bacteroidia	97.09981812901168	t_class
499	T0_S	Rhodothermia	40.27836979022526	t_class
500	T0_S	Marinisomatia	29.308026030368765	t_class
501	T0_S	SAR324	24.53212121212121	t_class
502	T0_S	Verrucomicrobiae	17.923103725542752	t_class
503	T0_S	Acidimicrobiia	7.612852664576803	t_class
504	T0_S	Gemmatimonadetes	3.906779661016949	t_class
505	T0_S	Planctomycetia	3.3615023474178405	t_class
506	T0_S	Poseidoniia	0.0	t_class
507	T0_S	UBA1135	0.0	t_class
508	T3C1	Gammaproteobacteria	1910.609046729731	t_class
509	T3C1	Alphaproteobacteria	1006.2630629840221	t_class
510	T3C1	Bacteroidia	202.46942765352378	t_class
511	T3C1	Marinisomatia	39.80204342273308	t_class
512	T3C1	Rhodothermia	17.57770659036482	t_class
513	T3C1	Actinomycetia	4.143939393939394	t_class
514	T3C1	Acidimicrobiia	0.3319268635724332	t_class
515	T3C1	Cyanobacteriia	0.0	t_class
516	T3C1	Planctomycetia	0.0	t_class
517	T3C1	Poseidoniia	0.0	t_class
518	T3C1	SAR324	0.0	t_class
519	T3C1	Verrucomicrobiae	0.0	t_class
520	T3C1	Gemmatimonadetes	0.0	t_class
521	T3C1	UBA1135	0.0	t_class
522	T3C2	Gammaproteobacteria	4100.664973572664	t_class
523	T3C2	Alphaproteobacteria	574.0692572008146	t_class
524	T3C2	Bacteroidia	102.20633742501347	t_class
525	T3C2	Rhodothermia	14.313349729044898	t_class
526	T3C2	Marinisomatia	3.800829875518672	t_class
527	T3C2	Actinomycetia	3.775345622119816	t_class
528	T3C2	Acidimicrobiia	1.0928270042194093	t_class
529	T3C2	Cyanobacteriia	0.0	t_class
