key	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	function	p_Control	N_Control	p_Jelly	N_Jelly
func_46c0fa6af243	19.69824380437489	9.068466602478398e-6	0.0026293640587075275	Control,Jelly	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	0.2972972972972973	37	0.8	40
func_a01f997b42db	18.681983484749374	1.544348296860309e-5	0.004104625669991991	Jelly	COG2501	Ribosome-associated protein YbcJ, S4-like RNA-binding protein (YbcJ) (PDB:1P9K)	0	37	0.4	40
func_9664832d2867	18.501037964922553	1.698117947037333e-5	0.004166141813946207	Control,Jelly	COG1668	ABC-type Na+ efflux pump, permease component NatB (NatB)	0.02702702702702703	37	0.45	40
func_8b7296605ada	18.209611982286003	1.9787766640735587e-5	0.0042074122823458505	Control,Jelly	COG4191	Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)	0.3783783783783784	37	0.85	40
func_ba738c68b537	18.209611982286003	1.9787766640735587e-5	0.0042074122823458505	Control,Jelly	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII)	0.3783783783783784	37	0.85	40
func_591aa2bd0ad1	17.691586225374223	2.597731006158214e-5	0.004691337830513109	Control,Jelly	COG3275	Sensor histidine kinase, LytS/YehU family (LytS)	0.13513513513513514	37	0.6	40
func_bd232495d6c1	17.69103475368809	2.598484247282767e-5	0.004691337830513109	Control,Jelly	COG1739	Putative translation regulator, IMPACT (imprinted ancient) protein family (YIH1) (PDB:1VI7) (PUBMED:15126500)	0.2972972972972973	37	0.775	40
func_986716797a85	17.655386048233716	2.647644452032355e-5	0.004691337830513109	Control,Jelly	COG4585	Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)	0.08108108108108109	37	0.525	40
func_340cc18eaf07	17.231873978967787	3.308388681518329e-5	0.005088605299593523	Jelly	COG3531	Predicted protein-disulfide isomerase, contains CxxC motif (PDB:5HFG) (PUBMED:24314029)	0	37	0.375	40
func_1bf9fe032ffb	17.171086736962835	3.4159619643663e-5	0.005088605299593523	Control,Jelly	COG2077	Peroxiredoxin (Tpx) (PDB:4AF2)	0.05405405405405406	37	0.475	40
func_4334126bbacb	17.171086736962835	3.4159619643663e-5	0.005088605299593523	Control,Jelly	COG2195	Di- or tripeptidase (PepD2) (PDB:2QYV)	0.05405405405405406	37	0.475	40
func_91e4ab91c1f9	17.119482903642144	3.510038639171298e-5	0.005088605299593523	Control,Jelly	COG2982	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (AsmA)	0.16216216216216217	37	0.625	40
func_5c2f466b35bb	16.781930937156595	4.193067527118805e-5	0.005572244500418701	Control,Jelly	COG1179	tRNA A37 threonylcarbamoyladenosine dehydratase (TcdA) (PDB:4D7A) (PUBMED:27913733)	0.10810810810810811	37	0.55	40
func_ad0405f6d007	16.781930937156595	4.193067527118805e-5	0.005572244500418701	Control,Jelly	COG3530	Uncharacterized conserved protein, DUF3820 family	0.10810810810810811	37	0.55	40
func_dbb216fbd552	16.10260331610213	6.0001498261001825e-5	0.007654761004391176	Control,Jelly	COG3591	V8-like Glu-specific endopeptidase (eMpr)	0.08108108108108109	37	0.5	40
func_b84b2db93673	15.90050565248795	6.676087846925077e-5	0.008189516158514869	Control,Jelly	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component (FepB) (PDB:1ESZ)	0.2702702702702703	37	0.725	40
func_15f6f6f63fad	15.823140337286144	6.954674002112289e-5	0.008215283644536895	Control,Jelly	COG1858	Cytochrome c peroxidase (MauG) (PDB:1EB7)	0.2972972972972973	37	0.75	40
func_fbf25a84a065	15.694134084918645	7.445471856974731e-5	0.00848093519118498	Control,Jelly	COG1866	Phosphoenolpyruvate carboxykinase, ATP-dependent (PckA) (PDB:1AQ2)	0.5675675675675675	37	0.95	40
func_ab8eef5aaa24	15.542003828420073	8.069222204751279e-5	0.008874486364693252	Control,Jelly	COG1510	DNA-binding transcriptional regulator GbsR, MarR family (GbsR) (PDB:1KU9)	0.02702702702702703	37	0.4	40
func_ca3eb8477eda	15.030933366043591	1.0576332080733081e-4	0.011244065666066146	Control,Jelly	COG2827	Predicted endonuclease, GIY-YIG superfamily (YhbQ) (PDB:1YWL)	0.1891891891891892	37	0.625	40
func_b718abfc7ac6	14.667351281943738	1.282485889855968e-4	0.012782393022045445	Control,Jelly	COG1120	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component (FepC) (PDB:2NQ2)	0.21621621621621623	37	0.65	40
func_c22374c8bf4a	14.667351281943738	1.282485889855968e-4	0.012782393022045445	Control,Jelly	COG1760	L-serine deaminase (SdaA) (PDB:4RQO)	0.21621621621621623	37	0.65	40
func_7c0517195266	14.392808535484278	1.4836784755669578e-4	0.01386728980266224	Control,Jelly	COG2020	Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P)	0.24324324324324328	37	0.675	40
func_ed61e63ff90d	14.229580765921318	1.618069067799415e-4	0.01386728980266224	Control,Jelly	COG1979	Alcohol dehydrogenase YqhD, Fe-dependent ADH family (YqdH) (PDB:1OJ7)	0.05405405405405406	37	0.425	40
func_6536c5f7e732	14.200219016319469	1.6435138248604544e-4	0.01386728980266224	Control,Jelly	COG4623	Membrane-bound lytic murein transglycosylase MltF (MltF) (PDB:4OWD)	0.2702702702702703	37	0.7	40
func_1285926560d8	14.138185323766635	1.698604991450605e-4	0.01386728980266224	Control,Jelly	COG2873	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent (MET17) (PDB:2CTZ)	0.972972972972973	37	0.625	40
func_d1b11b856f18	14.138185323766624	1.6986049914506141e-4	0.01386728980266224	Control,Jelly	COG1528	Ferritin (FtnA) (PDB:1AEW) (PUBMED:24380371)	0.02702702702702703	37	0.375	40
func_ddb3ac7c8778	14.138185323766624	1.6986049914506141e-4	0.01386728980266224	Control,Jelly	COG3682	Transcriptional regulator, CopY/TcrY family (CopY) (PDB:1OKR)	0.02702702702702703	37	0.375	40
func_d2d3714e4db9	14.085580011883462	1.746778167811008e-4	0.01386728980266224	Control,Jelly	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins (HppD)	0.2972972972972973	37	0.725	40
func_d4f832c8c173	14.06821442774791	1.762980897203167e-4	0.01386728980266224	Control,Jelly	COG0514	Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW)	0.5135135135135135	37	0.9	40
func_13fe44105fb0	14.047349234289769	1.782649242455998e-4	0.01386728980266224	Control,Jelly	COG3145	Alkylated DNA repair dioxygenase AlkB (AlkB) (PDB:3KHC)	0.32432432432432434	37	0.75	40
func_3f8e23a22fbc	13.873943215284381	1.9549008432029707e-4	0.014726509197158004	Control	COG2240	Pyridoxal/pyridoxine/pyridoxamine kinase (PdxK) (PDB:5ZW9) (PUBMED:19096365;23189126)	0.2972972972972973	37	0	40
func_0350a6397eea	13.759390248510334	2.0777953849357666e-4	0.014726509197158004	Control,Jelly	COG0716	Flavodoxin (FldA) (PDB:1AG9)	0.10810810810810811	37	0.5	40
func_28104d15b20d	13.759390248510334	2.0777953849357666e-4	0.014726509197158004	Control,Jelly	COG2987	Urocanate hydratase (HutU) (PDB:1UWK)	0.10810810810810811	37	0.5	40
func_e58be7d14868	13.759390248510334	2.0777953849357666e-4	0.014726509197158004	Control,Jelly	COG2356	Endonuclease I (EndA) (PDB:1OUO)	0.10810810810810811	37	0.5	40
func_915632ced71b	13.48704005864645	2.4021682654041436e-4	0.01665540290562844	Control,Jelly	COG3437	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG)	0.1891891891891892	37	0.6	40
func_490446f98f56	13.149254352035648	2.876336844755907e-4	0.019518724578747208	Jelly	COG3055	N-acetylneuraminic acid mutarotase (NanM) (PDB:2UVK) (PUBMED:18063573)	0	37	0.3	40
func_10a6d3cbab05	13.062833215879719	3.012134576329908e-4	0.020014404989809956	Control,Jelly	COG3012	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains (YchJ) (PDB:2I9W)	0.13513513513513514	37	0.525	40
func_5a61964784bb	12.842347458770874	3.3886223037567925e-4	0.02146430339568508	Control,Jelly	COG2912	Regulator of sirC expression, contains transglutaminase-like and TPR domains (SirB1)	0.05405405405405406	37	0.4	40
func_399aeff0d63f	12.826485206743506	3.417471259045517e-4	0.02146430339568508	Control,Jelly	COG2993	Cbb3-type cytochrome oxidase, cytochrome c subunit FixO (CcoO) (PDB:3MK7)	0.24324324324324328	37	0.65	40
func_897ef9f1c17f	12.782090117274322	3.4995370243858746e-4	0.02146430339568508	Control,Jelly	COG4953	Membrane carboxypeptidase/penicillin-binding protein PbpC (PbpC)	0.02702702702702703	37	0.35	40
func_a3c7fd20e60e	12.782090117274322	3.4995370243858746e-4	0.02146430339568508	Control,Jelly	COG2066	Glutaminase (GlsA) (PDB:1MKI)	0.02702702702702703	37	0.35	40
func_7e30568bdd29	12.584489301595227	3.8896130387577237e-4	0.022845003234115785	Control,Jelly	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family (ElsH) (PUBMED:15178340)	0.40540540540540543	37	0.8	40
func_197c110cdc66	12.493920331148278	4.082785184236009e-4	0.022845003234115785	Control,Jelly	COG3489	Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain (IrpA2) (PUBMED:21799754)	0.16216216216216217	37	0.55	40
func_1a6638f4d18b	12.493920331148278	4.082785184236009e-4	0.022845003234115785	Control,Jelly	COG0798	Arsenite efflux pump ArsB, ACR3 family (ACR3)	0.16216216216216217	37	0.55	40
func_37f088d8f564	12.493920331148278	4.082785184236009e-4	0.022845003234115785	Control,Jelly	COG0572	Uridine kinase (Udk) (PDB:5B3F)	0.16216216216216217	37	0.55	40
func_6489a0483415	12.493920331148278	4.082785184236009e-4	0.022845003234115785	Control,Jelly	COG2104	Sulfur carrier protein ThiS (thiamine biosynthesis) (ThiS) (PDB:1F0Z)	0.16216216216216217	37	0.55	40
func_4122af8f41ed	12.424430879179617	4.2375365409569787e-4	0.023042535280535115	Control,Jelly	COG1663	Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase) (LpxK) (PDB:4EHW)	0.7297297297297297	37	1	40
func_70d007ed72b8	12.395164369607908	4.304471022859119e-4	0.023042535280535115	Control,Jelly	COG1607	Acyl-CoA hydrolase (YciA) (PDB:5DM5)	0.32432432432432434	37	0.725	40
func_3ced194b1dbe	12.351180933725963	4.407076068137439e-4	0.023042535280535115	Control,Jelly	COG2304	Secreted protein containing bacterial Ig-like domain and vWFA domain (YfbK)	0.10810810810810811	37	0.475	40
func_805b9638902a	12.351180933725963	4.407076068137439e-4	0.023042535280535115	Control,Jelly	COG3751	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain (EGL9) (PDB:2G19)	0.10810810810810811	37	0.475	40
func_97693aaec9b9	12.271939349601212	4.598201700672852e-4	0.023654069998228854	Control,Jelly	COG2010	Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)	0.6756756756756757	37	0.975	40
func_a3dbd06d5370	12.030456878934089	5.233824587227316e-4	0.02584841101176415	Control,Jelly	COG0432	Thiamin phosphate synthase YjbQ, UPF0047 family (YjbQ) (PDB:1VE0)	0.1891891891891892	37	0.575	40
func_cb046785f346	11.989906870831332	5.348946287092866e-4	0.02584841101176415	Control,Jelly	COG4581	Superfamily II RNA helicase (Dob10) (PDB:4A4Z)	0.4864864864864865	37	0.125	40
func_3ed256b52b06	11.98990687083133	5.348946287092876e-4	0.02584841101176415	Control,Jelly	COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family (YuxK) (PUBMED:15236740)	0.5135135135135135	37	0.875	40
func_ced969359703	11.98990687083133	5.348946287092876e-4	0.02584841101176415	Control,Jelly	COG0116	23S rRNA G2445 N2-methylase RlmL (RlmL) (PDB:3V97) (PUBMED:22362734)	0.5135135135135135	37	0.875	40
func_7cf4cf4ec298	11.824044242067615	5.84707201347437e-4	0.027833844039353694	Control,Jelly	COG4807	Uncharacterized conserved protein YehS, DUF1456 family (YehS)	0.08108108108108109	37	0.425	40
func_0bfa2ad5c837	11.670070572081617	6.351360106180208e-4	0.02795455540615633	Control,Jelly	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B) (MdaB) (PDB:1D4A)	0.13513513513513514	37	0.5	40
func_2f5613042253	11.670070572081617	6.351360106180208e-4	0.02795455540615633	Control,Jelly	COG0417	DNA polymerase B elongation subunit (PolB) (PDB:6P1H)	0.13513513513513514	37	0.5	40
func_416c45c5530f	11.670070572081617	6.351360106180208e-4	0.02795455540615633	Control,Jelly	COG4628	Uncharacterized conserved protein, DUF2132 family	0.13513513513513514	37	0.5	40
func_8f9c60275e8c	11.670070572081617	6.351360106180208e-4	0.02795455540615633	Control,Jelly	COG1418	HD superfamily phosphodieaserase, includes HD domain of RNase Y (RnaY) (PDB:3DTO) (PUBMED:19779461)	0.13513513513513514	37	0.5	40
func_9f36640f4561	11.670070572081617	6.351360106180208e-4	0.02795455540615633	Control,Jelly	COG2986	Histidine ammonia-lyase (HutH) (PDB:1B8F)	0.13513513513513514	37	0.5	40
func_0acefb71b4f7	11.656366385856272	6.398319168099335e-4	0.02795455540615633	Control,Jelly	COG2836	Uncharacterized membrane protein, DsbD domain (DsbD) (PUBMED:17768248)	0.21621621621621623	37	0.6	40
func_0651d765eddb	11.508429408458554	6.928129143781818e-4	0.029860275081098883	Control,Jelly	COG3001	Fructosamine-3-kinase (FN3K) (PDB:3F7W)	0.05405405405405406	37	0.375	40
func_30c15ceadcbb	11.47195999372936	7.065412626799232e-4	0.030045941419826118	Control,Jelly	COG4152	ABC-type uncharacterized transport system, ATPase component (YhaQ)	0.02702702702702703	37	0.325	40
func_4754dff7f838	11.360005269587356	7.504261157018036e-4	0.031083274507079317	Control,Jelly	COG2860	Uncharacterized membrane protein YeiH (YadS) (PDB:5WUC)	0.24324324324324328	37	0.625	40
func_b937833302b2	11.360005269587356	7.504261157018036e-4	0.031083274507079317	Control,Jelly	COG2996	Predicted RNA-binding protein YitL, contains S1 domains, virulence factor B family (CvfB) (PDB:3GO5)	0.24324324324324328	37	0.625	40
func_aa983337dd70	11.133094609362164	8.480099460514689e-4	0.03374856698357651	Control,Jelly	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D (AnsA) (PDB:1ZQ1)	0.2702702702702703	37	0.65	40
func_0845f14d976c	11.11332135034634	8.57098640405333e-4	0.03374856698357651	Control,Jelly	COG0826	23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family (RlhA) (PDB:5D88) (PUBMED:31253794;31358606)	0.16216216216216217	37	0.525	40
func_102b224d7c88	11.11332135034634	8.57098640405333e-4	0.03374856698357651	Control,Jelly	COG1294	Cytochrome bd-type quinol oxidase, subunit 2 (AppB) (PDB:6RKO)	0.16216216216216217	37	0.525	40
func_71190147f1c1	11.11332135034634	8.57098640405333e-4	0.03374856698357651	Control,Jelly	COG1764	Organic hydroperoxide reductase OsmC/OhrA (OsmC) (PDB:1QWI)	0.16216216216216217	37	0.525	40
func_31682d4f1328	11.008955728096046	9.067271568203595e-4	0.03442761095066209	Control,Jelly	COG3483	Tryptophan 2,3-dioxygenase (vermilion) (TDO2) (PDB:2NOX)	0.10810810810810811	37	0.45	40
func_b07473d54f15	11.008955728096046	9.067271568203595e-4	0.03442761095066209	Control,Jelly	COG0381	UDP-N-acetylglucosamine 2-epimerase (WecB) (PDB:1F6D) (PUBMED:26641313;30389844)	0.10810810810810811	37	0.45	40
func_b9d99b45913f	11.008955728096046	9.067271568203595e-4	0.03442761095066209	Control,Jelly	COG3509	Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)	0.10810810810810811	37	0.45	40
func_e82a93fbb10c	10.96994435924498	9.260154068860804e-4	0.03474632169263358	Control,Jelly	COG0609	ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)	0.2972972972972973	37	0.675	40
func_12daa9d61aa1	10.838963965252752	9.938632518812932e-4	0.03512776003039938	Control,Jelly	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain (RssA) (PDB:5FQU)	0.3783783783783784	37	0.75	40
func_536388892fe2	10.838963965252752	9.938632518812932e-4	0.03512776003039938	Control,Jelly	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)	0.3783783783783784	37	0.75	40
func_4fc1e9582d7d	10.832895581388247	9.971258078302233e-4	0.03512776003039938	Control,Jelly	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)	0.7027027027027027	37	0.975	40
func_73ca43cc9eaf	10.823378371385154	0.0010022643896329079	0.03512776003039938	Control,Jelly	COG2981	Sulfate transporter CysZ (CysZ) (PDB:3TX3) (PUBMED:24657232)	0.35135135135135137	37	0.725	40
func_8d94c64aedf9	10.823378371385154	0.0010022643896329079	0.03512776003039938	Control,Jelly	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases (KdsC) (PDB:3I6B)	0.35135135135135137	37	0.725	40
func_ae113cab2466	10.823378371385154	0.0010022643896329079	0.03512776003039938	Control,Jelly	COG3608	Predicted deacylase (PDB:3CDX)	0.35135135135135137	37	0.725	40
func_82968492cb44	10.518106668283256	0.001182105345650956	0.04098056137920346	Control,Jelly	COG1803	Methylglyoxal synthase (MgsA) (PDB:1S8A) (PUBMED:9665712)	0.08108108108108109	37	0.4	40
func_2ae7ab78217f	10.348518803155686	0.001295786186077214	0.04443855684382489	Control,Jelly	COG2968	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain (YggE) (PDB:4HVZ)	0.13513513513513514	37	0.475	40
func_1f723532c184	10.28332531540947	0.00134237801293076	0.044639382252215705	Control,Jelly	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)	0.6216216216216216	37	0.925	40
func_089687f82272	10.226509212215007	0.0013843641875014598	0.044639382252215705	Control,Jelly	COG0783	DNA-binding ferritin-like protein (oxidative damage protectant) (Dps) (PDB:1DPS)	0.05405405405405406	37	0.35	40
func_2d8d51b594b2	10.226509212215007	0.0013843641875014598	0.044639382252215705	Control,Jelly	COG3655	DNA-binding transcriptional regulator, XRE family (YozG) (PDB:3TYR)	0.05405405405405406	37	0.35	40
func_451ae95c6529	10.226509212215007	0.0013843641875014598	0.044639382252215705	Control,Jelly	COG4753	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains (YesN)	0.05405405405405406	37	0.35	40
func_25b899ece7e2	10.206302411199975	0.0013996151232113037	0.044639382252215705	Control,Jelly	COG0498	Threonine synthase (ThrC) (PDB:1VB3)	0.972972972972973	37	0.7	40
func_147b79ef75e0	10.206302411199971	0.0013996151232113071	0.044639382252215705	Control,Jelly	COG3155	Glyoxalase ElbB, DJ-1 superfamily (ElbB) (PDB:1VHQ) (PUBMED:26678554)	0.02702702702702703	37	0.3	40
func_eb3d5dcbf731	10.206302411199971	0.0013996151232113071	0.044639382252215705	Control,Jelly	COG3186	Phenylalanine-4-hydroxylase (PhhA) (PDB:1PHZ)	0.02702702702702703	37	0.3	40
func_7d31b629e5f2	10.143802536703749	0.0014478718618915116	0.045721271939239444	Control,Jelly	COG0339	Zn-dependent oligopeptidase, M3 family (Dcp) (PDB:5L43) (PUBMED:25239919;31422053)	0.5135135135135135	37	0.85	40
func_12331f30901a	9.809018684074985	0.0017365814375362653	0.05181334332622936	Control,Jelly	COG1357	Uncharacterized conserved protein YjbI, contains pentapeptide repeats (YjbI) (PDB:2BM4)	0.16216216216216217	37	0.5	40
func_a2bbd079539e	9.809018684074985	0.0017365814375362653	0.05181334332622936	Control,Jelly	COG2902	NAD-specific glutamate dehydrogenase (Gdh2)	0.16216216216216217	37	0.5	40
func_af2e24f10d09	9.755101866070447	0.0017882573322531069	0.05181334332622936	Control,Jelly	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor) (SpoIIAA) (PDB:1AUZ)	0.2702702702702703	37	0.625	40
func_02dd1642ba64	9.731253676259426	0.0018116088000128716	0.05181334332622936	Control,Jelly	COG1683	Uncharacterized conserved protein YbbK, DUF523 family (YbbK)	0.10810810810810811	37	0.425	40
func_58bb17bd5845	9.731253676259426	0.0018116088000128716	0.05181334332622936	Control,Jelly	COG3710	DNA-binding winged helix-turn-helix (wHTH) domain (CadC1)	0.10810810810810811	37	0.425	40
func_db7c8309bd50	9.731253676259426	0.0018116088000128716	0.05181334332622936	Control,Jelly	COG3448	CBS-domain-containing membrane protein	0.10810810810810811	37	0.425	40
func_e74480a5511c	9.731253676259426	0.0018116088000128716	0.05181334332622936	Control,Jelly	COG3590	Predicted metalloendopeptidase (PepO) (PDB:1DMT)	0.10810810810810811	37	0.425	40
func_eb85f7479fb0	9.731253676259426	0.0018116088000128716	0.05181334332622936	Control,Jelly	COG0724	RNA recognition motif (RRM) domain (RRM) (PDB:1HL6)	0.10810810810810811	37	0.425	40
func_90a2af5505ac	9.723273326574244	0.0018194917463922084	0.05181334332622936	Control,Jelly	COG2121	Uncharacterized conserved protein, lysophospholipid acyltransferase (LPLAT) superfamily	0.32432432432432434	37	0.05	40
func_275c9540099f	9.723273326574231	0.0018194917463922216	0.05181334332622936	Control,Jelly	COG0591	Na+/proline symporter (PutP) (PDB:5NVA)	0.6756756756756757	37	0.95	40
func_d9a1203015b2	9.723273326574231	0.0018194917463922216	0.05181334332622936	Control,Jelly	COG0640	DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)	0.6756756756756757	37	0.95	40
func_fc7decdc697b	9.632432620989835	0.0019117124059946304	0.05348441581775145	Control,Jelly	COG2217	Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)	0.4594594594594595	37	0.8	40
func_6bf4457b75b7	9.632432620989828	0.0019117124059946364	0.05348441581775145	Control,Jelly	COG5524	Bacteriorhodopsin	0.5405405405405406	37	0.2	40
func_025c35da4728	9.484748445760545	0.0020718702025498323	0.055900956337097095	Control,Jelly	COG1643	HrpA-like RNA helicase (HrpA) (PDB:5N8R)	0.43243243243243246	37	0.775	40
func_26abae330f76	9.484748445760545	0.0020718702025498323	0.055900956337097095	Control,Jelly	COG2202	PAS domain (PAS) (PDB:2MWG)	0.43243243243243246	37	0.775	40
func_1604a52643e5	9.456175458026038	0.0021043939104742958	0.055900956337097095	Control,Jelly	COG4445	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin) (MiaE) (PDB:2ITB)	0.32432432432432434	37	0.675	40
func_d46677ac2de9	9.456175458026038	0.0021043939104742958	0.055900956337097095	Control,Jelly	COG3291	Uncharacterized conserved protein, PKD repeat domain (PDB:2KZW)	0.32432432432432434	37	0.675	40
func_ec8598e3c597	9.442906442047125	0.0021196731828705033	0.055900956337097095	Control,Jelly	COG5452	Uncharacterized conserved protein (PDB:6RWT)	0.2702702702702703	37	0.025	40
func_77dec3247a05	9.426857172344935	0.0021383043476758895	0.055900956337097095	Jelly	COG1646	Glycerol-1-phosphate heptaprenyltransferase (PcrB) (PDB:1VIZ)	0	37	0.225	40
func_c7eb8fbeeb84	9.426857172344935	0.0021383043476758895	0.055900956337097095	Jelly	COG2770	HAMP domain (HAMP)	0	37	0.225	40
func_de7add95ae5c	9.426857172344935	0.0021383043476758895	0.055900956337097095	Jelly	COG4895	Uncharacterized conserved protein YwbE, DUF2196 family (YwbE)	0	37	0.225	40
func_94fbaf40eb4c	9.366723237138899	0.0022096016758507858	0.05637850131663555	Control,Jelly	COG0643	Chemotaxis protein histidine kinase CheA (CheA) (PDB:1B3Q)	0.1891891891891892	37	0.525	40
func_b529167b0e0d	9.366723237138899	0.0022096016758507858	0.05637850131663555	Control,Jelly	COG0422	4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC (ThiC) (PDB:3EPN) (PUBMED:15326535)	0.1891891891891892	37	0.525	40
func_b5b52023f1fa	9.366723237138899	0.0022096016758507858	0.05637850131663555	Control,Jelly	COG2236	Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ)	0.1891891891891892	37	0.525	40
func_143f18dc5c2b	9.27019221012232	0.0023291325914199727	0.05849248077061599	Control,Jelly	COG0121	Predicted glutamine amidotransferase YafJ (YafJ) (PDB:1TE5)	0.08108108108108109	37	0.375	40
func_76006a2c6a8e	9.27019221012232	0.0023291325914199727	0.05849248077061599	Control,Jelly	COG3292	Periplasmic ligand-binding sensor domain (PDB:4A2L)	0.08108108108108109	37	0.375	40
func_178bf3ce57ba	9.158941147770227	0.0024750574105979065	0.06167154902956012	Control,Jelly	COG3022	DNA-binding protein YaaA associated with the oxidative stress response (YaaA) (PDB:5CAJ) (PUBMED:21378183;32796037)	0.5675675675675675	37	0.875	40
func_706bb9fc2c2c	9.096609925422804	0.002560837011219243	0.06249479880727949	Control,Jelly	COG2861	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family (YibQ) (PDB:2NLY)	0.13513513513513514	37	0.45	40
