key	function	accession	associated_groups	p_Control	N_Control	p_Jelly	N_Jelly
func_00b6afbe8ce6	family_S33_unassigned_peptidases_(Haliangium_ochraceum)_[S33.UPW]	MER0126845	Control	0.02702702702702703	37	0	40
func_00b9b5fd939f	family_S33_unassigned_peptidases_(Microscilla_marina)_[S33.UPW]	MER0208794		0	37	0	40
func_00c2e90dc5ee	subfamily_S8A_unassigned_peptidases_(Teredinibacter_turnerae)_[S08.UPA]	MER0191870	Jelly	0	37	0.025	40
func_00cafa9b7ab5	family_S33_unassigned_peptidases_(Starkeya_novella)_[S33.UPW]	MER0215057,MER0215050	Control	0.05405405405405406	37	0	40
func_00d0f3b95895	subfamily_M20F_unassigned_peptidases_(Pseudopedobacter_saltans)_[M20.UPF]	MER0239708	Control,Jelly	0.05405405405405406	37	0.05	40
func_00d7982f6d98	subfamily_M20A_unassigned_peptidases_(Burkholderia_cenocepacia)_[M20.UPA]	MER0854350	Control	0.02702702702702703	37	0	40
func_00db769268a4	cephalosporin_C_acylase_precursor_(Pedobacter_sp._V48)_[S45.003]	MER1063626		0	37	0	40
func_00dcbc3ce465	subfamily_S49B_unassigned_peptidases_(Ricinus_communis)_[S49.UPB]	MER0163349		0	37	0	40
func_00de23d6e9cc	family_M38_non-peptidase_homologues_(Lutibaculum_baratangense)_[M38.UNW]	MER0866351	Control,Jelly	0.02702702702702703	37	0.05	40
func_00eaf7c2aa28	family_M103_non-peptidase_homologues_(Oceanicola_granulosus)_[M103.UNW]	MER0105767		0	37	0	40
func_00f6bcd0da31	subfamily_M20A_unassigned_peptidases_(Gluconacetobacter_hansenii)_[M20.UPA]	MER0475134	Control	0.02702702702702703	37	0	40
func_00fd0cf9982c	subfamily_S9A_unassigned_peptidases_(Erythrobacter_longus)_[S09.UPA]	MER0995532,MER0994426	Control	0.02702702702702703	37	0	40
func_01082714ebb3	family_S16_unassigned_peptidases_(Colwellia_mytili)_[S16.UPW]	MER1322238	Jelly	0	37	0.025	40
func_010bbe4f60a0	subfamily_S49B_unassigned_peptidases_(Jannaschia_sp._CCS1)_[S49.UPB]	MER0080125	Control,Jelly	0.02702702702702703	37	0.025	40
func_01324aff17be	family_S15_non-peptidase_homologues_(Roseobacter_denitrificans)_[S15.UNW]	MER1024921	Control	0.02702702702702703	37	0	40
func_0138e0d42f50	subfamily_S1C_unassigned_peptidases_(Teredinibacter_turnerae)_[S01.UPC]	MER0208139	Jelly	0	37	0.025	40
func_013acacda101	family_U69_unassigned_peptidases_(Oligotropha_carboxidovorans)_[U69.UPW]	MER0273781,MER0273783	Control,Jelly	0.05405405405405406	37	0.025	40
func_014286722503	family_S33_unassigned_peptidases_(Sinorhizobium_medicae)_[S33.UPW]	MER0060006	Jelly	0	37	0.025	40
func_014f8b17a947	family_S33_non-peptidase_homologues_(Chloroflexus_aurantiacus)_[S33.UNW]	MER0114797	Control	0.02702702702702703	37	0	40
func_016b04dceedf	peptidase_Clp_(type_1)_(Pseudoalteromonas_piscicida)_[S14.001]	MER0357927	Jelly	0	37	0.025	40
func_016f06887a41	family_M38_unassigned_peptidases_(Thermobispora_bispora)_[M38.UPW]	MER0057792		0	37	0	40
func_016fdc385858	S-formylglutathione_hydrolase_FrmB_({Escherichi_coli})_(Vibrio_splendidus)_[S09.940]	MER0151402	Control,Jelly	0.02702702702702703	37	0.025	40
func_0170651d7100	family_C26_unassigned_peptidases_(Rhodoferax_ferrireducens)_[C26.UPW]	MER0060008		0	37	0	40
func_019c50a80682	family_M16_non-peptidase_homologues_()_[M16.UNW]	MER0923508,MER0177237,MER0928884	Control,Jelly	0.08108108108108109	37	0.075	40
func_01adad1c6efc	family_S15_unassigned_peptidases_(Rhodobacter_sp._CACIA14H1)_[S15.UPW]	MER1021474	Control,Jelly	0.02702702702702703	37	0.025	40
func_01b8337d04f0	family_C56_non-peptidase_homologues_(Marinomonas_sp._MED121)_[C56.UNW]	MER0160778,MER0160940	Control,Jelly	0.02702702702702703	37	0.05	40
func_01b83ed27685	GMP_synthase_(Pedobacter_sp._BAL39)_[C26.957]	MER0440905		0	37	0	40
func_01bc145327c6	family_C26_unassigned_peptidases_(Salinibacter_ruber)_[C26.UPW]	MER0441952	Jelly	0	37	0.025	40
func_01bde9fef7a6	family_S33_unassigned_peptidases_(Alteromonas_sp._SN2)_[S33.UPW]	MER0247992	Jelly	0	37	0.025	40
func_01cd4422e8b2	family_C59_unassigned_peptidases_(Vibrio_splendidus)_[C59.UPW]	MER0914365	Control,Jelly	0.02702702702702703	37	0.025	40
func_01d65f100437	family_C56_non-peptidase_homologues_(Vibrio_parahaemolyticus)_[C56.UNW]	MER0175773	Jelly	0	37	0.05	40
func_01e350d859b8	peptidase_Clp_(type_1)_(Erythrobacter_litoralis)_[S14.001]	MER0052390	Control	0.02702702702702703	37	0	40
func_01f7a8a9d553	family_A8_unassigned_peptidases_(Dasania_marina)_[A08.UPW]	MER0426812		0	37	0	40
func_0211d615d68d	YqiA_protein_({Escherichi_coli})_(Sulfurospirillum_deleyianum)_[S09.A40]	MER0063627	Jelly	0	37	0.025	40
func_02234b5a6a7e	subfamily_S41A_unassigned_peptidases_(Flavobacterium_sp._AED)_[S41.UPA]	MER1058440	Jelly	0	37	0.025	40
func_0234b098f78c	family_I87_unassigned_peptidase_inhibitors_(Belliella_baltica)_[I87.UPW]	MER0795981	Jelly	0	37	0.025	40
func_0246e035dd13	subfamily_M48A_unassigned_peptidases_()_[M48.UPA]	MER0295750	Control	0.02702702702702703	37	0	40
func_024b65fc34b8	oligopeptidase_A_(Vibrio_sp._vnigr-6D03)_[M03.004]	MER1185560	Jelly	0	37	0.025	40
func_0255920484e6	glutamate_synthase_(NADPH)_large_chain_(Rhodobacter_sphaeroides)_[C44.003]	MER0068367		0	37	0	40
func_0299a7de7890	glutamate_synthase_(NADPH)_large_chain_(Shewanella_loihica)_[C44.003]	MER0089583		0	37	0	40
func_029f0a0a2b5d	family_T3_unassigned_peptidases_(Hyphomonas_adhaerens)_[T03.UPW]	MER1099461	Control	0.02702702702702703	37	0	40
func_02a2ad047a4d	subfamily_A24A_unassigned_peptidases_(Pseudoalteromonas_sp._se3)_[A24.UPA]	MER1156692		0	37	0	40
func_02b21fcf3b67	peptidyl-dipeptidase_Dcp_(Parabacteroides_distasonis)_[M03.005]	MER0095598	Jelly	0	37	0.05	40
func_02bc033be4fd	family_S33_unassigned_peptidases_(Limnobacter_sp._MED105)_[S33.UPW]	MER0214721		0	37	0	40
func_02bf90d01d68	amidophosphoribosyltransferase_precursor_(Paracoccus_denitrificans)_[C44.001]	MER0074170	Jelly	0	37	0.025	40
func_02c617f9c858	subfamily_S9A_unassigned_peptidases_(Aquimarina_atlantica)_[S09.UPA]	MER0993344	Jelly	0	37	0.025	40
func_02d1d5b5bd7a	family_S33_unassigned_peptidases_(Trichodesmium_erythraeum)_[S33.UPW]	MER0051676	Jelly	0	37	0.025	40
func_02d2af59ff00	family_S33_non-peptidase_homologues_(Hoeflea_phototrophica)_[S33.UNW]	MER0118539	Jelly	0	37	0.025	40
func_02dccf3377fe	CTP_synthetase_(Alteromonas_sp._S89)_[C26.964]	MER0447792		0	37	0	40
func_02df663f6a7b	aminopeptidase_N_(actinomycete-type)_(Magnetospirillum_magnetotacticum)_[M01.009]	MER0180168		0	37	0	40
func_02eba10e0357	subfamily_M14B_non-peptidase_homologues_(Prosthecochloris_aestuarii)_[M14.UNB]	MER0469303	Jelly	0	37	0.05	40
func_02f0f5c9943f	family_M50_unassigned_peptidases_(Croceibacter_atlanticus)_[M50.UPW]	MER0215297	Control	0.02702702702702703	37	0	40
func_02f61015a17a	subfamily_S8A_unassigned_peptidases_(Anaeromyxobacter_sp._K)_[S08.UPA]	MER0110495	Jelly	0	37	0.025	40
func_030dd9239e87	family_M38_non-peptidase_homologues_(Bdellovibrio_bacteriovorus)_[M38.UNW]	MER0042282		0	37	0	40
func_030fe9595537	family_M38_non-peptidase_homologues_(Krokinobacter_sp._4H-3-7-5)_[M38.UNW]	MER0245889	Control	0.02702702702702703	37	0	40
func_0317b94cd7b4	collagenase_({Salmonella}-type)_()_[U32.003]	MER0087747	Control,Jelly	0.05405405405405406	37	0.025	40
func_032dcc4a1c09	family_S24_unassigned_peptidases_(Psychrosphaera_saromensis)_[S24.UPW]	MER1328578	Jelly	0	37	0.025	40
func_033074546e4c	_(Emiliania_huxleyi)_[G05.UPW]	MER0938431	Jelly	0	37	0.025	40
func_03335c0eca41	type_4_prepilin_peptidase_1_(Glaciecola_sp._HTCC2999)_[A24.001]	MER0260532	Jelly	0	37	0.025	40
func_03370c82f48f	family_S9_unassigned_peptidases_(Glaciecola_sp._4H-3-7+YE-5)_[S09.UPW]	MER0245794	Control,Jelly	0.02702702702702703	37	0.025	40
func_03397de54d60	family_U69_unassigned_peptidases_(Lyngbya_majuscula)_[U69.UPW]	MER0276982	Control,Jelly	0.02702702702702703	37	0.05	40
func_033ba2ef8c52	family_M95_unassigned_peptidases_(Rhodanobacter_denitrificans)_[M95.UPW]	MER0473968	Jelly	0	37	0.025	40
func_033e86c0b751	subfamily_M23B_unassigned_peptidases_(Sagittula_stellata)_[M23.UPB]	MER0136773		0	37	0	40
func_03428801b50c	family_M13_unassigned_peptidases_(Hyphomonas_sp._L-53-1-40)_[M13.UPW]	MER0830522	Jelly	0	37	0.025	40
func_03503430c135	subfamily_S1C_unassigned_peptidases_(Polaribacter_sp._MED152)_[S01.UPC]	MER0507237	Jelly	0	37	0.025	40
func_035ce85a840b	subfamily_S1C_unassigned_peptidases_(Thioclava_sp._DT23-4)_[S01.UPC]	MER0902612	Control	0.02702702702702703	37	0	40
func_036c4858dec8	imidazole_glycerol_phosphate_synthase_subunit_HisH_(Acinetobacter_oleivorans)_[C26.965]	MER0219329	Jelly	0	37	0.025	40
func_037e4e5a6503	family_M38_non-peptidase_homologues_(Erythrobacter_sp._JL475)_[M38.UNW]	MER0861191	Control	0.02702702702702703	37	0	40
func_0382b7a74f22	family_M17_unassigned_peptidases_(Loktanella_vestfoldensis)_[M17.UPW]	MER0083222		0	37	0	40
func_0389bddf4890	HflC_(Oceanobacter_sp._RED65)_[I87.001]	MER0328416	Control,Jelly	0.05405405405405406	37	0.025	40
func_03a02b34e4cd	family_S14_unassigned_peptidases_(Oceanobacter_sp.)_[S14.UPW]	MER1318172	Jelly	0	37	0.025	40
func_03a313a41c32	family_S9_unassigned_peptidases_(Bacteroides_forsythus)_[S09.UPW]	MER0284848	Jelly	0	37	0.025	40
func_03a629a2a5e9	subfamily_M3A_unassigned_peptidases_(Sagittula_stellata)_[M03.UPA]	MER0103290	Jelly	0	37	0.025	40
func_03a74eef1f02	family_M48_unassigned_peptidases_(Oceanobacter_sp._RED65)_[M48.UPW]	MER0085142	Control	0.02702702702702703	37	0	40
func_03ae5f87c786	family_S9_unassigned_peptidases_(Rhodobacter_sphaeroides)_[S09.UPW]	MER0020187	Control,Jelly	0.02702702702702703	37	0.05	40
func_03b0d2cc3ce3	subfamily_M23B_unassigned_peptidases_(Krokinobacter_sp._4H-3-7-5)_[M23.UPB]	MER0246108	Control	0.02702702702702703	37	0	40
func_03b14b248797	subfamily_S1D_unassigned_peptidases_(Fluviicola_sp.)_[S01.UPD]	MER1275172	Jelly	0	37	0.025	40
func_03b37b5d74d3	subfamily_M24B_non-peptidase_homologues_(Rhizobium_leguminosarum)_[M24.UNB]	MER0189965		0	37	0	40
func_03b8f93a254b	subfamily_M28D_unassigned_peptidases_(Glaciecola_nitratireducens)_[M28.UPD]	MER0281402	Jelly	0	37	0.025	40
func_03b9b820cb03	subfamily_M50B_unassigned_peptidases_(Pseudoalteromonas_ruthenica)_[M50.UPB]	MER0897569	Jelly	0	37	0.025	40
func_03c64b6c46cd	family_S33_unassigned_peptidases_(Clostridium_kluyveri)_[S33.UPW]	MER0095084	Jelly	0	37	0.025	40
func_03cccfde8779	family_S9_non-peptidase_homologues_(Kangiella_koreensis)_[S09.UNW]	MER0067016	Control,Jelly	0.21621621621621623	37	0.075	40
func_03ce2b0cb0ed	family_C40_unassigned_peptidases_(Photobacterium_angustum)_[C40.UPW]	MER0176005	Jelly	0	37	0.025	40
func_03cf7a0e0968	subfamily_M48C_unassigned_peptidases_(Oceanobacter_sp._RED65)_[M48.UPC]	MER0085136	Control,Jelly	0.10810810810810811	37	0.05	40
func_03eca3f90cd7	PepB_aminopeptidase_(Shewanella_piezotolerans)_[M17.004]	MER0145345	Jelly	0	37	0.025	40
func_03f13373cbe1	subfamily_C1B_unassigned_peptidases_(Tenacibaculum_sp._47A_GOM-205m)_[C01.UPB]	MER1167471	Control	0.02702702702702703	37	0	40
func_03f3c9e3ff78	family_S9_unassigned_peptidases_(Paludibacter_propionicigenes)_[S09.UPW]	MER0227752		0	37	0	40
func_03fc044908d3	dipeptidyl-peptidase_VI_(bacteria)_(Roseovarius_sp._217)_[C40.001]	MER0185570	Jelly	0	37	0.025	40
func_04056934c6e6	family_M61_unassigned_peptidases_(Zunongwangia_profunda)_[M61.UPW]	MER0204136	Jelly	0	37	0.025	40
func_041890662dab	PyrC_protein_({Escherichia_coli})_(Rhodobacter_sphaeroides)_[M38.A02]	MER0081943,MER0152832	Control	0.13513513513513514	37	0	40
func_0425b372d476	subfamily_S41B_unassigned_peptidases_(Parabacteroides_merdae)_[S41.UPB]	MER0166399	Jelly	0	37	0.025	40
func_04299cbc4716	family_C110_unassigned_peptidases_(Bacillus_cytotoxicus)_[C110.UPW]	MER0626943		0	37	0	40
func_042ee11b2c96	family_M13_unassigned_peptidases_(Pseudoalteromonas_sp._NBT06-2)_[M13.UPW]	MER1225671		0	37	0	40
func_0438d879505d	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]	MER0234543	Control,Jelly	0.13513513513513514	37	0.25	40
func_044f27d4ccd0	subfamily_M28D_unassigned_peptidases_(Krokinobacter_sp._4H-3-7-5)_[M28.UPD]	MER0246190	Control	0.02702702702702703	37	0	40
func_045c0e558b62	subfamily_M48B_unassigned_peptidases_(Leucobacter_komagatae)_[M48.UPB]	MER0885299	Control	0.02702702702702703	37	0	40
func_04693126321e	family_M18_unassigned_peptidases_(Methylotenera_sp.)_[M18.UPW]	MER1129014		0	37	0	40
func_046a2c0a90de	_(Enhydrobacter_aerosaccus)_[G05.UPW]	MER0935606	Jelly	0	37	0.025	40
func_0477b803804f	family_S46_unassigned_peptidases_(Epilithonimonas_sp._FH1)_[S46.UPW]	MER1065567	Jelly	0	37	0.025	40
func_047a485d3cca	family_C56_non-peptidase_homologues_(Roseobacter_litoralis)_[C56.UNW]	MER0162259	Jelly	0	37	0.025	40
func_047ab7a77267	family_S33_unassigned_peptidases_(Sulfitobacter_sp._EE-36)_[S33.UPW]	MER0215610	Control	0.02702702702702703	37	0	40
func_047e98faad13	family_S9_non-peptidase_homologues_(Gramella_forsetii)_[S09.UNW]	MER0212880	Jelly	0	37	0.025	40
func_04841166f5c4	family_M95_unassigned_peptidases_(Escherichia_coli)_[M95.UPW]	MER0272818	Control	0.02702702702702703	37	0	40
func_048dda0c8dba	family_M20D_unassigned_peptidases_(Dyadobacter_fermentans)_[M20.UPD]	MER0133272		0	37	0	40
func_048de6b6b76d	pyroglutamyl-peptidase_I_(prokaryote)_(Vibrio_nigripulchritudo)_[C15.001]	MER0292482	Jelly	0	37	0.025	40
func_0495801bca1b	DDB_G0284249_g.p._({Dictyostelium_discoideum})_(Aphanocapsa_montana)_[M41.A17]	MER0877794	Jelly	0	37	0.025	40
func_049afd3f7c0c	acyl-homoserine_lactone_acylase_(Colwellia_psychrerythraea)_[S45.004]	MER1063686	Jelly	0	37	0.025	40
func_049fd22e5cae	PCSK9_peptidase_(Loktanella_vestfoldensis)_[S08.039]	MER0062545	Control,Jelly	0.02702702702702703	37	0.05	40
func_04a2e066a959	GMP_synthase_(Paracoccus_sp._TRP)_[C26.957]	MER0443339	Control,Jelly	0.02702702702702703	37	0.05	40
func_04a39f93deee	CTP_synthetase_(Oceanibulbus_indolifex)_[C26.964]	MER0449474		0	37	0	40
func_04a46f76c441	family_S54_unassigned_peptidases_(Odoribacter_laneus)_[S54.UPW]	MER1082586	Jelly	0	37	0.025	40
func_04a4c1156e74	family_S33_unassigned_peptidases_(Ziziphus_jujuba)_[S33.UPW]	MER1333612	Control,Jelly	0.1891891891891892	37	0.1	40
func_04adfbb7cf47	family_S12_unassigned_peptidases_(Marinobacter_hydrocarbonoclasticus)_[S12.UPW]	MER0076751	Control	0.02702702702702703	37	0	40
func_04b38201e42f	subfamily_S41A_non-peptidase_homologues_(Pseudoalteromonas_tunicata)_[S41.UNA]	MER1059157	Jelly	0	37	0.05	40
func_04b3c0ca368a	dipeptidyl-peptidase_IIIB_({Bacteroides_thetaiotaomicron}-type)_(Fluviicola_taffensis)_[M49.003]	MER0302095	Jelly	0	37	0.025	40
func_04b3f8c62867	subfamily_S9B_unassigned_peptidases_(Psychroflexus_torquis)_[S09.UPB]	MER0124941	Jelly	0	37	0.025	40
func_04c6b972388e	family_S85_unassigned_peptidases_(Schmidtea_mediterranea)_[S85.UPW]	MER1139584	Jelly	0	37	0.05	40
func_04c799790111	subfamily_M20F_unassigned_peptidases_(Brucella_pinnipedialis)_[M20.UPF]	MER0272007	Jelly	0	37	0.025	40
func_04cbab0f3bea	family_M38_unassigned_peptidases_(Colwellia_sp._RSH04)_[M38.UPW]	MER1348671	Jelly	0	37	0.075	40
func_04de8989d10f	family_S33_unassigned_peptidases_(Methylobacterium_sp._4-46)_[S33.UPW]	MER0060003	Jelly	0	37	0.025	40
func_04f41cdfa1a3	RhoII_peptidase_({Haloferax_volcanii})_and_similar_(Dinoroseobacter_shibae)_[S54.027]	MER0099789		0	37	0	40
func_04f61b861d44	family_U69_unassigned_peptidases_(Octadecabacter_arcticus)_[U69.UPW]	MER0511063	Control	0.13513513513513514	37	0	40
func_04f8eb7d52c9	cephalosporin_acylase_precursor_(Sphingobium_sp._AP49)_[S45.002]	MER1063950		0	37	0	40
func_04f9660516d3	family_S33_unassigned_peptidases_(Stenotrophomonas_maltophilia)_[S33.UPW]	MER0113508,MER0094332	Control	0.05405405405405406	37	0	40
func_04fbe923c79b	colicin_V_processing_peptidase_(Vibrio_tubiashii)_[C39.005]	MER0302475	Jelly	0	37	0.025	40
func_04fd0b61cf5a	TldD_peptidase_({Escherichia_coli})_(Paracoccus_denitrificans)_[M103.001]	MER0049096	Jelly	0	37	0.05	40
func_05101264c102	subfamily_C82A_unassigned_peptidases_(Rhodobacter_sp._SW2)_[C82.UPA]	MER0463664	Control,Jelly	0.05405405405405406	37	0.05	40
func_0517fa6badc3	family_M13_unassigned_peptidases_(Shewanella_sediminis)_[M13.UPW]	MER0070900,MER0113572	Jelly	0	37	0.05	40
func_0519665aaa34	family_S12_unassigned_peptidases_(Photobacterium_gaetbulicola)_[S12.UPW]	MER1028715	Control	0.02702702702702703	37	0	40
func_0532506f06d9	subfamily_M20F_unassigned_peptidases_(Roseiflexus_castenholzii)_[M20.UPF]	MER0087004	Jelly	0	37	0.025	40
func_0535fb774c98	TldD_peptidase_({Escherichia_coli})_(Alcanivorax_sp._DG881)_[M103.001]	MER0161873	Control	0.05405405405405406	37	0	40
func_053eb025698e	family_S37_non-peptidase_homologues_(Saccharopolyspora_erythraea)_[S37.UNW]	MER1344348	Jelly	0	37	0.025	40
func_053f08798dae	cold-active_aminopeptidase_({Colwellia_psychrerythraea})-type_peptidase_()_[M01.031]	MER0186006,MER0087679	Jelly	0	37	0.075	40
func_054ce2eb191a	subfamily_S9B_unassigned_peptidases_(Alteromonas_sp._SN2)_[S09.UPB]	MER0250065	Control	0.02702702702702703	37	0	40
func_0555be104155	glutamate_synthase_(NADPH)_large_chain_(Rhodospirillum_centenum)_[C44.003]	MER0134534	Control,Jelly	0.1891891891891892	37	0.15	40
func_055bb54799a3	family_S12_unassigned_peptidases_(Rheinheimera_nanhaiensis)_[S12.UPW]	MER0355209	Jelly	0	37	0.025	40
func_055f07968228	subfamily_M3A_unassigned_peptidases_(Ahrensia_sp._R2A130)_[M03.UPA]	MER0342461	Jelly	0	37	0.025	40
func_056d0ca08959	family_M14_unassigned_peptidases_(Saccharophagus_degradans)_[M14.UPW]	MER0065015	Jelly	0	37	0.025	40
func_057017e68c18	subfamily_S8B_unassigned_peptidases_(Methanosaeta_harundinacea)_[S08.UPB]	MER0124066	Control	0.02702702702702703	37	0	40
func_05841f2367d1	GMP_synthase_(Imtechella_halotolerans)_[C26.957]	MER0443973	Control	0.02702702702702703	37	0	40
func_05884e3e0829	family_T3_unassigned_peptidases_(Thalassotalea_sp._ND16A)_[T03.UPW]	MER1099025	Jelly	0	37	0.025	40
func_05965ef58ba9	family_C44_non-peptidase_homologues_(Vibrio_splendidus)_[C44.UNW]	MER0151252	Control,Jelly	0.02702702702702703	37	0.025	40
func_059a9d0ca761	FlhB_protein_({Escherichia_coli})_(Puniceispirillum_marinum)_[N06.A01]	MER0202995	Control	0.05405405405405406	37	0	40
func_059c4434c8b5	subfamily_M20A_unassigned_peptidases_(Vibrio_cholerae)_[M20.UPA]	MER0013439	Control,Jelly	0.02702702702702703	37	0.05	40
func_05a19751b4a5	subfamily_S8A_non-peptidase_homologues_()_[S08.UNA]	MER0986372	Jelly	0	37	0.025	40
func_05ad836a149d	family_S24_unassigned_peptidases_(Thalassobacter_sp._16PALIMAR09)_[S24.UPW]	MER1041107	Jelly	0	37	0.025	40
func_05dbe1fda5dc	family_S33_unassigned_peptidases_(Magnetospirillum_gryphiswaldense)_[S33.UPW]	MER0208857	Control	0.02702702702702703	37	0	40
func_05ea17c5c09b	family_S33_unassigned_peptidases_(Dinoroseobacter_shibae)_[S33.UPW]	MER0099765,MER0099796,MER0099863	Control,Jelly	0.13513513513513514	37	0.1	40
func_05ec31e7d52f	family_C51_unassigned_peptidases_(Bacteroides_sp._3_2_5)_[C51.UPW]	MER0241476	Jelly	0	37	0.025	40
func_05f506b170d2	alanyl_aminopeptidase_(bacterial-type)_(Erythrobacter_litoralis)_[M01.005]	MER0816319,MER0059428		0	37	0	40
func_05f7e87640e6	subfamily_M23B_unassigned_peptidases_(Erythrobacter_sp._NAP1)_[M23.UPB]	MER0123888	Control	0.02702702702702703	37	0	40
func_06141db47ab9	RhoII_peptidase_({Haloferax_volcanii})_and_similar_(Vibrio_nigripulchritudo)_[S54.027]	MER0510368	Jelly	0	37	0.025	40
func_0622e893a6d0	family_S9_non-peptidase_homologues_(Streptomyces_cattleya)_[S09.UNW]	MER0281860	Control	0.02702702702702703	37	0	40
func_063e8bb523d0	SCO7095-type_peptidase_(Caulobacter_crescentus)_[S33.010]	MER0033612		0	37	0	40
func_0670e1fda098	family_I78_unassigned_peptidase_inhibitors_(Loktanella_vestfoldensis)_[I78.UPW]	MER0324680	Control,Jelly	0.02702702702702703	37	0.025	40
func_0671d2bc3b51	subfamily_S1A_unassigned_peptidases_(Sulfitobacter_pseudonitzschiae)_[S01.UPA]	MER0954308	Control,Jelly	0.02702702702702703	37	0.025	40
func_067c218ca7b3	subfamily_S41B_non-peptidase_homologues_(Shewanella_baltica)_[S41.UNB]	MER0086089	Jelly	0	37	0.025	40
func_069821b2324c	subfamily_M23B_non-peptidase_homologues_(Ferrimonas_balearica)_[M23.UNB]	MER0224480	Jelly	0	37	0.025	40
func_069fcb6ebd59	CTP_synthetase_(Aeropyrum_pernix)_[C26.964]	MER0065772	Control,Jelly	0.2972972972972973	37	0.25	40
func_06a4ba16d5e0	peptidase_Clp_(type_1)_(Vibrio_nigripulchritudo)_[S14.001]	MER0299142	Jelly	0	37	0.025	40
func_06a4d30aa5df	family_S12_unassigned_peptidases_(Flavobacterium_frigoris)_[S12.UPW]	MER1003843	Jelly	0	37	0.025	40
func_06b00065db0c	family_S15_non-peptidase_homologues_(Pseudomonas_aestus)_[S15.UNW]	MER1020631	Control	0.02702702702702703	37	0	40
func_06b85096a114	family_S9_non-peptidase_homologues_(Alcanivorax_borkumensis)_[S09.UNW]	MER0069033		0	37	0	40
func_06c8d16471f3	subfamily_S8A_unassigned_peptidases_(Pseudoalteromonas_rubra)_[S08.UPA]	MER0968123	Jelly	0	37	0.025	40
func_06cc4b2bb19c	subfamily_S8A_non-peptidase_homologues_(Spirosoma_radiotolerans)_[S08.UNA]	MER0970341	Jelly	0	37	0.05	40
func_06d53a7225d3	subfamily_M20F_unassigned_peptidases_(Pedosphaera_parvula)_[M20.UPF]	MER0853757		0	37	0	40
func_06de57d78e05	subfamily_S1A_unassigned_peptidases_(Vibrio_nigripulchritudo)_[S01.UPA]	MER0488416,MER0488732,MER0367960	Jelly	0	37	0.025	40
func_06dfd8548d0b	family_C39_non-peptidase_homologues_(Desulfovibrio_sp._FW1012B)_[C39.UNW]	MER0715548	Jelly	0	37	0.025	40
func_06f34b9b1a6b	subfamily_M50B_unassigned_peptidases_(Alcanivorax_hongdengensis)_[M50.UPB]	MER0897299		0	37	0	40
func_06f85605acb6	subfamily_S41A_unassigned_peptidases_(Enterobacter_cloacae)_[S41.UPA]	MER1057520	Jelly	0	37	0.05	40
func_06feaab82c5b	glutamate_synthase_(NADPH)_large_chain_(Pseudomonas_monteilii)_[C44.003]	MER0505395	Control,Jelly	0.02702702702702703	37	0.05	40
